user_id,gender,age,occupation,zip_code,zip_code_2
1066,M,45,12,02151,02
1067,M,35,12,94402,94
1068,F,18,4,77581,77
1069,M,25,20,98105,98
1070,F,45,2,20036,20
1071,M,50,16,13045,13
1072,F,35,7,07601,07
1073,F,25,6,72211,72
1074,M,45,17,48073,48
1075,F,25,6,60660,60
1076,F,25,3,27606,27
1077,M,25,3,60660,60
1078,F,45,9,95661,95
1079,M,25,7,98115,98
1080,M,56,7,08854,08
1081,M,18,4,68144-2410,68
1082,M,45,7,48170,48
1083,M,56,0,27705,27
1084,M,1,19,03226,03
1085,M,25,7,34695,34
1086,M,18,4,98225,98
1087,M,25,16,08826,08
1088,F,1,10,98103,98
1089,M,35,6,37853,37
1090,M,25,7,94105,94
1091,M,18,5,345567,34
1092,F,18,4,49525,49
1093,M,50,14,60504,60
1094,F,18,0,92626,92
1095,F,56,6,08753,08
1096,M,1,10,80439,80
1097,M,18,17,92109,92
1098,M,35,7,94945,94
1099,M,25,17,77059,77
1100,M,25,0,60090,60
1101,M,35,1,06417,06
1102,M,18,1,55408,55
1103,F,45,7,60605,60
1104,M,35,11,10023,10
1105,M,35,6,48105,48
1106,M,18,4,90241,90
1107,F,50,1,02324,02
1108,M,56,1,93003,93
1109,M,18,10,45904,45
1110,F,56,6,77005,77
1111,F,50,16,44319,44
1112,M,18,6,19104,19
1113,M,18,4,97215,97
1114,F,18,9,75801,75
1115,F,25,1,60551,60
1116,M,25,15,92121,92
1117,M,18,14,10017,10
1118,M,50,13,02718,02
1119,M,35,1,90504,90
1120,M,18,4,95616,95
1121,M,56,7,78701,78
1122,M,56,14,02632,02
1123,M,50,0,91789,91
1124,M,25,2,60156,60
1125,F,18,4,53715,53
1126,M,56,16,13031,13
1127,M,25,0,11788,11
1128,M,25,1,72701,72
1129,M,35,17,22309,22
1130,M,18,7,60012,60
1131,M,56,13,12570,12
1132,M,18,12,98225,98
1133,M,18,2,90038,90
1134,M,18,20,19114,19
1135,M,50,13,98201,98
1136,F,35,7,90274,90
1137,M,18,4,13165,13
1138,M,18,12,12047,12
1139,M,25,1,93420-2852,93
1140,F,45,2,73069,73
1141,F,25,3,84770,84
1142,M,18,1,43623,43
1143,M,50,7,94024,94
1144,M,25,7,94025,94
1145,M,50,3,92103,92
1146,F,18,16,80260,80
1147,M,25,20,98101,98
1148,M,35,17,92618,92
1149,M,25,12,98103,98
1150,F,25,20,75226,75
1151,M,25,15,46805,46
1152,M,18,4,30328,30
1153,M,18,10,33024,33
1154,F,1,10,53545,53
1155,M,25,12,90278,90
1156,F,50,2,33334,33
1157,M,45,7,30253,30
1158,F,35,1,98026,98
1159,M,18,0,48314,48
1160,M,18,14,07017,07
1161,M,25,0,10025,10
1162,F,35,0,97213,97
1163,M,1,10,70448,70
1164,F,25,19,90020,90
1165,M,25,12,45014,45
1166,M,56,6,94030,94
1167,F,50,1,55126,55
1168,F,25,0,94109,94
1169,M,25,20,94402,94
1170,M,56,3,10023,10
1171,M,45,12,94114,94
1172,F,25,0,61801,61
1173,F,25,7,10019,10
1174,F,18,16,91780,91
1175,F,25,2,90020,90
1176,M,56,1,44256,44
1177,F,25,17,01453,01
1178,M,56,0,48186,48
1179,M,50,1,91030,91
1180,F,50,20,95503,95
1181,M,35,7,20716,20
1182,M,1,10,91326,91
1183,M,35,19,94598,94
1184,F,25,4,92354,92
1185,F,35,1,97374,97
1186,M,18,19,98502,98
1187,F,1,0,90210,90
1188,M,45,7,72212,72
1189,M,25,0,85712,85
1190,M,45,0,98031,98
1191,F,35,0,98117,98
1192,M,50,16,98103,98
1193,M,25,12,90712,90
1194,F,25,1,95617,95
1195,F,1,10,13907,13
1196,F,18,14,22203,22
1197,M,35,1,44077,44
1198,M,1,10,49544,49
1199,M,50,13,77459,77
1200,M,1,0,97222,97
1201,M,18,4,84112-2004,84
1202,M,35,12,97006,97
1203,F,25,1,06417,06
1204,M,25,7,95076,95
1205,F,56,0,46814,46
1206,F,50,7,33764,33
1207,M,50,0,43617,43
1208,M,25,0,12590,12
1209,M,35,7,94127,94
1210,M,25,17,27519,27
1211,M,18,4,10027,10
1212,F,50,1,60089,60
1213,M,50,0,91505,91
1214,M,56,13,94558,94
1215,M,35,17,23602,23
1216,M,25,2,90292,90
1217,M,25,12,94118,94
1218,M,56,15,13207,13
1219,M,25,7,12206,12
1220,M,1,10,48073,48
1221,M,18,0,19134,19
1222,M,35,0,52162,52
1223,M,25,2,60102,60
1224,M,50,13,02125,02
1225,M,45,7,61081,61
1226,M,18,20,07087,07
1227,M,50,1,90027,90
1228,M,25,1,94720,94
1229,F,25,4,48219,48
1230,M,25,11,95125,95
1231,M,25,12,60515,60
1232,F,18,4,43235,43
1233,F,45,20,94519,94
1234,M,18,4,91006,91
1235,F,25,7,94043,94
1236,F,25,1,48316,48
1237,M,18,4,32720,32
1238,F,35,20,11215,11
1239,F,25,20,50111,50
1240,F,18,14,02144,02
1241,M,1,10,11803,11
1242,F,35,0,10014,10
1243,M,35,15,92627,92
1244,M,25,4,22030,22
1245,M,25,17,80461,80
1246,M,18,4,98225,98
1247,M,35,0,92649,92
1248,F,35,20,94598,94
1249,M,35,2,94587,94
1250,M,50,0,10573,10
1251,M,25,7,48188,48
1252,M,56,13,94134,94
1253,F,35,20,76205,76
1254,F,18,1,02144,02
1255,M,25,17,94110,94
1256,M,25,20,10002,10
1257,F,18,14,84101,84
1258,M,45,7,20879,20
1259,M,35,7,2020010,20
1260,M,25,17,28262,28
1261,M,18,4,40205,40
1262,M,25,4,22903,22
1263,M,1,10,81301,81
1264,M,25,1,53711,53
1265,F,18,20,49321,49
1266,M,25,4,18104,18
1267,M,25,15,12203,12
1268,M,50,2,10028,10
1269,F,56,13,01234,01
1270,M,25,6,12230,12
1271,F,45,6,54401,54
1272,M,18,20,49506,49
1273,M,35,2,19123,19
1274,M,45,7,37343,37
1275,M,50,17,39567,39
1276,M,35,17,94041,94
1277,F,18,0,06360,06
1278,M,18,4,98312,98
1279,M,35,1,98502,98
1280,M,1,10,97801,97
1281,M,25,19,97209,97
1282,M,50,1,98541,98
1283,F,18,1,94607,94
1284,M,45,16,33334,33
1285,M,35,4,98125,98
1286,M,35,17,92630,92
1287,F,50,7,94611,94
1288,F,35,19,92867,92
1289,M,45,6,78750,78
1290,M,35,0,91504,91
1291,F,35,0,10011,10
1292,M,25,7,94904,94
1293,M,25,5,60074,60
1294,F,50,20,11217,11
1295,F,35,6,90036,90
1296,M,1,0,75244,75
1297,M,25,7,92109,92
1298,M,35,6,33615,33
1299,M,25,14,02038,02
1300,M,1,10,97201,97
1301,F,25,2,10475,10
1302,M,18,4,85282,85
1303,M,25,19,94111,94
1304,M,25,14,97203,97
1305,M,45,20,94121,94
1306,M,25,3,64068,64
1307,M,56,13,75703,75
1308,M,1,10,75082,75
1309,M,25,14,76051,76
1310,M,45,0,92866,92
1311,M,18,10,90274,90
1312,M,25,14,60153,60
1313,M,18,4,43214,43
1314,F,18,4,68154,68
1315,M,35,7,75214,75
1316,M,50,2,50310,50
1317,M,45,7,98028,98
1318,M,18,16,94014,94
1319,F,25,3,98626,98
1320,M,25,4,22030,22
1321,F,25,14,34639,34
1322,M,56,0,94043,94
1323,F,35,2,11218,11
1324,M,35,16,07030,07
1325,M,25,1,75230,75
1326,F,25,0,98115,98
1327,M,1,10,12159,12
1328,M,35,14,60657,60
1329,M,18,14,60194,60
1330,M,56,1,95117,95
1331,M,45,0,12065,12
1332,M,25,7,02840,02
1333,M,25,17,06460,06
1334,M,50,7,10805,10
1335,M,35,0,14228,14
1336,F,50,20,95051,95
1337,M,56,17,97146,97
1338,M,25,0,94108,94
1339,M,35,18,85275,85
1340,M,25,7,14302,14
1341,M,18,7,11434,11
1342,M,35,0,94560,94
1343,M,35,14,91324,91
1344,F,25,9,43420,43
1345,F,25,2,75070,75
1346,M,35,20,27607,27
1347,F,18,1,11375,11
1348,F,1,10,04240,04
1349,M,50,7,13088,13
1350,F,35,0,90278,90
1351,F,25,17,98034,98
1352,M,35,20,94122,94
1353,M,1,10,95926,95
1354,F,25,2,94040,94
1355,F,45,20,04240,04
1356,F,18,4,91706,91
1357,M,45,0,34116,34
1358,M,35,17,49508,49
1359,M,35,1,10918,10
1360,M,25,20,14895,14
1361,F,25,0,97401,97
1362,M,35,12,75069,75
1363,M,50,7,01915,01
1364,F,45,2,97214,97
1365,F,1,10,61665,61
1366,M,1,10,89509,89
1367,M,25,12,53707,53
1368,F,25,3,50266,50
1369,M,25,5,12308,12
1370,M,35,2,92821,92
1371,F,50,2,60657,60
1372,M,1,10,95123,95
1373,F,25,1,55104,55
1374,M,50,1,91403,91
1375,F,45,5,95136,95
1376,F,45,1,32750,32
1377,M,35,16,65270,65
1378,F,45,7,21044,21
1379,F,56,13,93448,93
1380,M,1,10,58078,58
1381,M,18,11,89170,89
1382,F,45,1,92100,92
1383,F,25,7,19806,19
1384,M,18,10,98058,98
1385,F,25,5,90262,90
1386,F,25,0,07026,07
1387,F,50,13,94702,94
1388,M,56,20,87107,87
1389,M,25,17,19801,19
1390,M,35,16,99352,99
1391,M,35,15,20723,20
1392,M,45,3,90006,90
1393,M,18,4,06430,06
1394,F,25,3,94117,94
1395,M,25,2,07026,07
1396,F,25,12,94530,94
1397,M,35,7,55901,55
1398,F,56,16,94904,94
1399,M,18,17,10804,10
1400,M,25,7,92130,92
1401,F,18,1,94578,94
1402,M,18,4,90601,90
1403,F,25,0,53713,53
1404,M,50,16,91360,91
1405,M,56,13,33445,33
1406,M,25,4,91911,91
1407,F,35,15,53704,53
1408,M,25,0,90046,90
1409,M,18,4,97215,97
1410,M,50,7,94404,94
1411,M,35,1,08107,08
1412,M,25,17,94089,94
1413,M,18,3,98122,98
1414,M,18,4,85035,85
1415,M,45,14,22901,22
1416,M,25,14,98101,98
1417,M,35,16,10472,10
1418,M,18,4,48197,48
1419,F,25,1,95336,95
1420,M,18,4,01375,01
1421,F,1,10,53704,53
1422,M,35,17,55934,55
1423,M,25,4,08540,08
1424,M,35,0,28209,28
1425,M,1,10,08872,08
1426,M,18,14,94070,94
1427,M,25,12,21401,21
1428,F,45,11,40204,40
1429,F,35,3,11229,11
1430,M,18,4,97215,97
1431,M,56,6,91011,91
1432,M,35,1,94549,94
1433,F,18,14,49505,49
1434,F,1,10,495321,49
1435,M,25,14,48103,48
1436,F,50,6,97005,97
1437,M,50,3,89102,89
1438,M,18,2,21222,21
1439,M,35,3,98037,98
1440,M,35,12,94520,94
1441,M,35,16,54729,54
1442,M,18,2,12345,12
1443,M,35,2,98055,98
1444,F,25,4,91106,91
1445,M,25,2,98109,98
1446,M,35,12,10128,10
1447,M,18,4,80521,80
1448,F,25,3,17522,17
1449,M,35,20,17112,17
1450,M,18,4,94704,94
1451,M,35,20,90012,90
1452,F,56,13,90732,90
1453,M,25,14,19444,19
1454,M,18,4,93117,93
1455,F,45,0,92126,92
1456,M,25,2,98074,98
1457,M,25,1,95472,95
1458,M,1,0,08055,08
1459,F,25,0,80027,80
1460,F,18,4,95132,95
1461,F,45,0,94115,94
1462,M,35,16,95405,95
1463,M,50,16,92612-3417,92
1464,M,35,12,75063,75
1465,M,50,16,93003,93
1466,M,18,4,29201,29
1467,M,25,5,97007,97
1468,M,1,14,19147,19
1469,M,56,20,95420,95
1470,M,18,4,94118,94
1471,M,25,17,11106,11
1472,M,25,7,90248,90
1473,M,25,14,06511,06
1474,M,25,4,98115,98
1475,F,25,2,75075,75
1476,F,18,0,91030,91
1477,F,45,1,90601,90
1478,M,1,10,92620,92
1479,F,50,2,94501,94
1480,M,25,20,91367,91
1481,M,35,17,77096,77
1482,M,25,7,94132,94
1483,M,18,4,54481,54
1484,M,25,12,07054,07
1485,F,25,9,80538,80
1486,M,25,16,90638,90
1487,M,35,7,07644,07
1488,M,25,7,94538,94
1489,F,35,2,60201,60
1490,M,50,7,90505,90
1491,M,18,4,06511,06
1492,M,25,12,98102,98
1493,F,25,14,60657,60
1494,M,25,17,38104,38
1495,M,18,0,77341,77
1496,M,25,17,94108,94
1497,M,50,5,80220,80
1498,M,18,4,02139,02
1499,M,1,10,19343,19
1500,M,25,17,98115,98
1501,M,25,11,75801,75
1502,M,18,4,12188,12
1503,M,25,12,92688,92
1504,M,18,19,22030,22
1505,M,50,11,90041,90
1506,M,25,7,08550,08
1507,M,35,17,95476,95
1508,F,1,10,94539,94
1509,M,1,0,11803,11
1510,F,25,1,48067,48
1511,M,35,12,08902,08
1512,M,25,20,11102,11
1513,F,35,16,95003,95
1514,M,18,4,97215,97
1515,M,25,16,48324,48
1516,F,25,12,53154,53
1517,M,18,0,10002,10
1518,M,25,2,95831,95
1519,M,18,4,38120,38
1520,M,25,17,94506,94
1521,F,25,7,08902,08
1522,M,35,20,10025,10
1523,M,25,17,95209,95
1524,M,18,4,06459,06
1525,F,25,16,94706,94
1526,M,56,17,80538,80
1527,M,18,10,78230,78
1528,M,25,15,94903,94
1529,M,18,4,97266,97
1530,M,25,4,53711,53
1531,M,45,17,60462,60
1532,M,18,14,43613,43
1533,M,45,1,71711,71
1534,M,50,12,12184,12
1535,F,18,20,90036,90
1536,F,35,3,83001,83
1537,M,18,20,02446,02
1538,M,25,3,22601,22
1539,M,25,3,02359,02
1540,M,45,0,97214,97
1541,M,56,17,23464-3016,23
1542,M,18,17,12054,12
1543,M,25,11,10549,10
1544,M,25,12,63146,63
1545,M,25,20,20009,20
1546,M,25,4,22903,22
1547,M,56,13,02115,02
1548,M,35,1,53703,53
1549,M,35,6,20901,20
1550,M,18,4,11580,11
1551,M,25,11,20008,20
1552,M,45,20,10021,10
1553,F,25,15,64116,64
1554,F,35,12,17013,17
1555,F,18,0,20008,20
1556,M,18,4,48073,48
1557,F,18,4,10039,10
1558,M,18,6,60611,60
1559,M,35,8,10014,10
1560,F,25,3,85226,85
1561,F,18,4,11214,11
1562,M,18,20,43611,43
1563,F,1,10,87123,87
1564,M,50,1,01096,01
1565,M,45,17,78731,78
1566,M,35,16,77550,77
1567,M,25,12,06511,06
1568,F,1,10,94086,94
1569,F,56,13,07701,07
1570,M,18,17,75093,75
1571,M,25,20,98033,98
1572,F,25,3,02155,02
1573,M,1,0,77479,77
1574,M,25,6,81007,81
1575,F,50,7,94949,94
1576,F,45,9,85202,85
1577,M,56,0,72227-5733,72
1578,M,18,4,22201,22
1579,M,25,0,60201,60
1580,F,18,4,76201,76
1581,F,18,4,10003,10
1582,M,18,0,10705,10
1583,M,35,6,94115,94
1584,M,25,19,45701,45
1585,M,56,20,92315,92
1586,M,45,7,77351,77
1587,F,25,3,30308,30
1588,M,25,11,22043,22
1589,M,25,0,95136,95
1590,M,35,1,95003,95
1591,M,50,7,26501,26
1592,M,35,7,50111,50
1593,M,25,16,78411,78
1594,F,35,20,10013,10
1595,M,35,1,92683-1892,92
1596,F,18,5,48108,48
1597,M,25,12,10002,10
1598,M,35,13,76548,76
1599,M,25,0,92646,92
1600,M,35,7,08234,08
1601,M,25,12,83001,83
1602,F,25,7,10562,10
1603,F,25,0,13326,13
1604,M,25,11,50111,50
1605,F,18,0,28270,28
1606,F,35,3,55405,55
1607,M,45,1,02135,02
1608,M,25,11,75230,75
1609,F,35,9,06830,06
1610,M,25,11,55555,55
1611,M,25,0,03867,03
1612,M,25,17,11354,11
1613,M,18,20,61801,61
1614,M,35,0,90027,90
1615,F,45,7,10022,10
1616,M,25,0,16101,16
1617,M,25,12,44060,44
1618,M,50,0,44139,44
1619,M,50,3,48843,48
1620,M,25,20,48009,48
1621,M,25,4,11423,11
1622,M,18,4,53715,53
1623,M,50,15,07746,07
1624,M,25,0,06810,06
1625,M,45,0,04330,04
1626,M,18,4,10010,10
1627,M,18,17,91505,91
1628,M,18,20,90028,90
1629,M,18,4,10003,10
1630,M,45,17,91355,91
1631,F,50,0,94514,94
1632,M,25,16,94120,94
1633,F,45,7,99701,99
1634,F,56,0,38340,38
1635,M,25,0,97212,97
1636,F,25,19,60612,60
1637,M,56,0,90049,90
1638,F,18,17,95405,95
1639,M,25,17,95405,95
1640,M,35,17,95610,95
1641,M,25,0,95819,95
1642,M,50,13,62002,62
1643,M,45,2,90813,90
1644,M,18,12,90210,90
1645,F,18,9,62225,62
1646,M,25,20,90046,90
1647,M,18,18,98118,98
1648,M,50,14,85202,85
1649,M,18,19,98034,98
1650,M,25,19,94607,94
1651,M,25,12,94520,94
1652,M,25,16,98208,98
1653,M,18,0,94044,94
1654,F,45,0,94114,94
1655,M,18,4,94507,94
1656,M,25,17,94122,94
1657,F,45,0,10022,10
1658,F,35,6,94214,94
1659,F,18,9,99703,99
1660,F,25,2,94577,94
1661,M,35,7,80526,80
1662,M,25,12,94121,94
1663,M,18,4,77845,77
1664,F,18,4,76707,76
1665,M,45,17,87505,87
1666,M,25,14,15241,15
1667,M,50,16,98516,98
1668,M,35,2,95602,95
1669,F,25,17,75006,75
1670,F,56,13,95320,95
1671,M,35,0,98368,98
1672,M,25,17,93933,93
1673,M,1,10,98043-3621,98
1674,M,35,2,95816,95
1675,F,25,6,97116,97
1676,M,18,4,91301,91
1677,M,18,14,97123,97
1678,F,18,17,97070,97
1679,M,25,12,98052,98
1680,M,25,20,95380,95
1681,M,18,4,78705,78
1682,M,25,2,98102,98
1683,F,25,7,98109,98
1684,M,18,3,85226,85
1685,M,35,12,95833,95
1686,M,35,12,94062,94
1687,M,25,3,85013,85
1688,F,18,4,34243,34
1689,M,35,5,98465,98
1690,M,35,16,98029,98
1691,F,25,17,85301,85
1692,M,35,20,97333,97
1693,M,25,12,98684,98
1694,M,25,12,98116,98
1695,M,25,1,97206,97
1696,M,35,7,95765,95
1697,F,18,4,98052,98
1698,M,35,2,97214,97
1699,F,25,19,98102,98
1700,M,25,20,98119,98
1701,F,25,4,97233,97
1702,M,18,10,97303,97
1703,M,18,15,77047,77
1704,M,25,4,98926,98
1705,F,18,4,85033,85
1706,M,25,20,19134,19
1707,M,50,1,95070,95
1708,M,25,0,64106,64
1709,M,25,0,73147,73
1710,M,18,0,94530,94
1711,F,18,4,30134,30
1712,M,25,0,73003,73
1713,M,25,0,47421,47
1714,M,25,17,43212,43
1715,M,25,16,53406,53
1716,M,25,0,43229,43
1717,F,50,6,30307,30
1718,M,18,4,43235,43
1719,M,18,16,60523,60
1720,M,18,4,94720,94
1721,M,18,19,70043,70
1722,M,35,0,72058,72
1723,M,35,17,60103,60
1724,M,18,4,00961,00
1725,M,18,19,67218,67
1726,M,25,2,60160,60
1727,M,35,16,50317,50
1728,M,18,4,11710-1641,11
1729,M,25,7,53715,53
1730,F,18,4,60137,60
1731,F,18,0,91601,91
1732,M,18,4,13655,13
1733,M,18,14,43725,43
1734,M,45,17,94602,94
1735,M,18,20,30605,30
1736,M,56,8,00606,00
1737,M,35,20,46614,46
1738,M,35,16,30034,30
1739,M,56,16,77079,77
1740,M,56,1,96153,96
1741,M,35,7,91107,91
1742,M,25,15,08109,08
1743,M,35,17,77566,77
1744,M,35,12,50325,50
1745,M,45,0,94114,94
1746,M,25,4,33157,33
1747,M,25,0,90638,90
1748,M,50,1,04240,04
1749,M,25,2,10040,10
1750,M,50,5,10128,10
1751,M,35,20,77024,77
1752,M,25,3,96813,96
1753,M,35,6,90803,90
1754,M,18,19,27028,27
1755,F,18,4,77005,77
1756,F,25,1,75149,75
1757,M,25,4,75206,75
1758,F,25,0,33067-1400,33
1759,M,25,16,22112,22
1760,F,25,3,90016,90
1761,M,35,0,72058,72
1762,M,25,14,75230,75
1763,M,35,7,76248,76
1764,M,18,0,75149,75
1765,M,18,4,13655,13
1766,F,45,0,94566,94
1767,M,25,20,75205,75
1768,M,45,16,75067,75
1769,M,25,17,75240,75
1770,M,35,16,79605,79
1771,M,25,17,75044,75
1772,M,56,2,90680,90
1773,M,18,4,07030,07
1774,M,25,17,99003,99
1775,M,25,4,70115,70
1776,M,25,0,45801,45
1777,M,25,20,17022,17
1778,M,18,4,94704,94
1779,M,18,1,78133,78
1780,M,35,1,22181,22
1781,F,35,0,08009,08
1782,M,45,0,23454,23
1783,M,18,4,10027,10
1784,M,18,20,18104,18
1785,M,18,4,04901,04
1786,M,45,1,85721,85
1787,M,18,8,90210,90
1788,M,45,2,19104,19
1789,M,1,10,19116,19
1790,M,25,0,19152,19
1791,M,18,4,19146,19
1792,F,25,2,53523,53
1793,M,25,4,20008,20
1794,M,25,11,20878,20
1795,M,18,17,20724,20
1796,M,50,11,20852,20
1797,M,35,7,52003,52
1798,M,45,11,22204,22
1799,M,35,11,70118,70
1800,M,18,4,70118,70
1801,F,25,6,54729,54
1802,M,18,4,22903,22
1803,M,25,2,50021,50
1804,M,25,7,22314,22
1805,M,18,4,22401,22
1806,M,18,4,22032,22
1807,M,18,17,20742,20
1808,F,18,4,22031,22
1809,F,25,14,12189,12
1810,M,50,13,90210,90
1811,M,56,2,08825,08
1812,F,25,12,48103,48
1813,F,35,6,90035,90
1814,M,50,7,10014,10
1815,M,1,1,30707,30
1816,F,35,9,56007,56
1817,M,35,1,53706,53
1818,M,1,8,02254,02
1819,F,35,12,45249,45
1820,M,25,20,50265,50
1821,M,25,20,43315,43
1822,F,25,0,53713,53
1823,F,35,1,92801,92
1824,F,18,4,43560,43
1825,M,25,7,50310,50
1826,M,45,11,49265,49
1827,F,25,1,07721,07
1828,M,18,4,07030,07
1829,M,25,16,07302,07
1830,M,18,4,12180,12
1831,M,18,4,53190,53
1832,F,18,4,14433,14
1833,M,18,17,07030,07
1834,M,35,5,10990,10
1835,M,25,19,11501,11
1836,M,25,0,10016,10
1837,M,25,2,08817,08
1838,M,35,7,10011,10
1839,M,18,4,07940,07
1840,M,25,12,11217,11
1841,M,18,0,95037,95
1842,M,18,4,53190,53
1843,M,25,12,10014,10
1844,F,18,4,53711,53
1845,M,25,2,10002,10
1846,M,45,12,95051,95
1847,M,18,4,60047,60
1848,M,35,5,10011,10
1849,M,35,7,11747,11
1850,M,18,5,12582,12
1851,M,25,19,59602,59
1852,M,25,12,10036,10
1853,M,50,0,90803,90
1854,M,25,0,92346,92
1855,M,18,4,93004,93
1856,M,56,7,92065,92
1857,M,1,10,92106,92
1858,F,18,4,59715,59
1859,F,25,4,66049,66
1860,M,56,16,94591,94
1861,M,50,16,92129,92
1862,M,50,14,95129,95
1863,M,18,4,90048,90
1864,M,35,7,94306,94
1865,F,18,1,94606,94
1866,M,25,7,94043,94
1867,M,50,7,95008,95
1868,M,50,11,92346,92
1869,M,45,14,95148,95
1870,M,56,13,85248,85
1871,F,45,1,46774,46
1872,M,50,20,92106,92
1873,M,35,7,02127,02
1874,M,45,7,95076,95
1875,M,35,12,94107,94
1876,M,25,12,92024,92
1877,F,45,20,90069,90
1878,M,1,10,92846,92
1879,M,25,4,29732,29
1880,M,35,0,91006,91
1881,M,35,2,95008,95
1882,M,35,16,92352,92
1883,F,50,0,94521,94
1884,M,45,20,93108,93
1885,M,50,17,94611,94
1886,M,25,12,94086,94
1887,M,56,15,92119,92
1888,M,35,12,95124,95
1889,M,18,14,80023,80
1890,M,50,6,94702,94
1891,M,45,1,91335,91
1892,M,25,20,90066,90
1893,F,35,0,90024,90
1894,F,35,7,94602,94
1895,M,35,14,89119,89
1896,M,56,13,92115,92
1897,F,50,2,94530,94
1898,M,25,12,91101,91
1899,F,45,6,02135,02
1900,M,56,12,94109,94
1901,M,50,7,94024,94
1902,M,25,19,93536,93
1903,M,35,0,90401,90
1904,M,18,1,30115,30
1905,F,35,20,94118,94
1906,F,25,5,91311,91
1907,M,35,17,94804,94
1908,M,56,13,95129,95
1909,M,18,4,89146,89
1910,M,1,10,94707,94
1911,F,18,4,92805,92
1912,M,25,4,91325,91
1913,M,25,17,95126,95
1914,F,35,14,95051,95
1915,M,50,13,01938,01
1916,M,45,7,90405,90
1917,M,18,10,92704,92
1918,F,45,6,95209,95
1919,M,1,0,94525,94
1920,F,35,7,80122,80
1921,M,56,12,92780,92
1922,F,25,7,94303,94
1923,M,35,7,90026,90
1924,F,56,6,90630,90
1925,M,50,7,92886,92
1926,F,1,0,95404,95
1927,M,35,7,94806,94
1928,M,1,10,94501,94
1929,F,1,10,91107,91
1930,M,25,15,94550,94
1931,M,25,2,94114,94
1932,M,25,7,94114,94
1933,M,18,19,94703,94
1934,M,25,17,95014,95
1935,M,1,10,90405,90
1936,M,35,0,90026,90
1937,M,25,11,92335,92
1938,F,25,2,91351,91
1939,F,35,2,94930,94
1940,M,25,12,95158,95
1941,M,35,17,94550,94
1942,M,35,5,04901,04
1943,M,18,4,91501,91
1944,F,18,4,93107,93
1945,M,25,20,92866,92
1946,M,25,14,94110,94
1947,M,25,7,94041,94
1948,M,1,10,93111,93
1949,M,18,17,92595,92
1950,M,25,12,49024,49
1951,F,18,4,90630,90
1952,M,35,1,91030,91
1953,F,25,2,94566,94
1954,M,25,16,91402,91
1955,M,1,19,03109,03
1956,M,35,0,44280,44
1957,F,18,4,23185,23
1958,F,25,1,17055,17
1959,F,50,13,53092,53
1960,M,45,7,55555,55
1961,F,50,3,91911,91
1962,F,18,1,60914,60
1963,F,50,9,91941,91
1964,F,25,6,89523,89
1965,M,56,17,48304,48
1966,M,25,20,93637,93
1967,M,50,7,92116,92
1968,M,25,11,85258,85
1969,F,25,3,92116,92
1970,M,50,13,89052,89
1971,F,25,14,80230,80
1972,M,45,17,92111,92
1973,M,25,1,22903,22
1974,M,35,17,12159,12
1975,M,18,4,97361,97
1976,M,35,5,58703,58
1977,M,56,6,02726,02
1978,M,1,10,43357,43
1979,M,56,17,49506,49
1980,M,35,7,06460,06
1981,M,56,1,80303,80
1982,M,1,10,80540,80
1983,M,25,14,92109,92
1984,M,18,10,92130,92
1985,M,45,12,92122,92
1986,M,50,13,91977,91
1987,M,25,17,62629,62
1988,F,25,1,85224,85
1989,M,50,6,02090,02
1990,M,25,7,85257,85
1991,M,25,20,48309,48
1992,M,18,4,85259,85
1993,M,35,17,99508,99
1994,M,35,2,89012,89
1995,M,25,1,85364,85
1996,M,35,0,85621,85
1997,M,25,0,84108,84
1998,F,50,9,24018,24
1999,F,35,3,02113,02
2000,M,18,4,44685,44
2001,M,50,1,48197,48
2002,F,56,13,02136-1522,02
2003,M,1,10,80014,80
2004,M,45,19,53572,53
2005,M,18,4,58601,58
2006,M,35,0,66048,66
2007,M,50,16,80442,80
2008,M,25,3,48220,48
2009,F,35,7,60625,60
2010,M,18,4,81520,81
2011,F,35,3,01545,01
2012,M,25,4,49456,49
2013,M,45,0,60543,60
2014,M,18,4,53233,53
2015,M,18,4,01003,01
2016,F,56,2,20783,20
2017,M,25,17,35808,35
2018,M,35,16,46214,46
2019,M,50,1,27705,27
2020,M,25,7,45011,45
2021,M,25,0,61364,61
2022,M,25,7,60137,60
2023,M,18,4,56001,56
2024,M,1,19,06614,06
2025,M,56,13,03440,03
2026,M,50,16,49277,49
2027,F,25,9,48021,48
2028,M,45,6,44131,44
2029,F,25,12,10011,10
2030,M,25,4,77345,77
2031,M,35,20,60640,60
2032,M,50,14,44614,44
2033,F,45,20,91436,91
2034,F,45,2,01851,01
2035,F,18,0,45212,45
2036,F,25,14,90046,90
2037,M,56,14,02468,02
2038,F,45,1,33301,33
2039,M,50,16,60060,60
2040,F,25,7,02494,02
2041,F,25,20,24015,24
2042,M,1,10,79358,79
2043,M,25,14,37931,37
2044,F,45,0,49408,49
2045,F,1,0,24179,24
2046,M,35,1,91711,91
2047,M,1,10,06437,06
2048,M,50,6,49456,49
2049,F,50,0,13210,13
2050,F,35,3,99504,99
2051,M,35,7,93906,93
2052,M,1,10,46033,46
2053,M,45,11,06416,06
2054,M,25,12,03110,03
2055,M,50,11,49008,49
2056,M,25,4,56301,56
2057,M,35,1,49417,49
2058,F,56,1,06437,06
2059,M,35,0,44130,44
2060,M,1,1,48304,48
